incident nummer,Incident categorie,totale minuten open,Prioriteit incident
1233996,Hardware / Werkplekbeheer,4,E8
1233997,2e lijns (Doorgezette incidenten),1,E8
1233998,Functioneel beheer,2,E8
1233999,2e lijns (Doorgezette incidenten),2,E8
1234000,Hardware / Werkplekbeheer,121,E8
1234002,2e lijns (Doorgezette incidenten),1,E8
1234003,Functioneel beheer,2,E8
1234004,2e lijns (Doorgezette incidenten),4,E8
1234006,2e lijns (Doorgezette incidenten),2,E8
1234007,2e lijns (Doorgezette incidenten),19,E8
1234008,Functioneel beheer,16,E8
1234009,2e lijns (Doorgezette incidenten),7498,E8
1234013,2e lijns (Doorgezette incidenten),14,E8
1234014,2e lijns (Doorgezette incidenten),2,E8
1234015,2e lijns (Doorgezette incidenten),2,E8
1234017,2e lijns (Doorgezette incidenten),1240,E8
1234020,2e lijns (Doorgezette incidenten),3,E8
1234021,2e lijns (Doorgezette incidenten),6,E8
1234022,Hardware / Werkplekbeheer,1370,E8
1234024,2e lijns (Doorgezette incidenten),25,E4
1234025,2e lijns (Doorgezette incidenten),2,E8
1234026,3e lijns (Technische incidenten),50262,E8
1234027,Hardware / Werkplekbeheer,169,E8
1234028,2e lijns (Doorgezette incidenten),12,E8
1234029,Hardware / Werkplekbeheer,8830,E8
1234031,2e lijns (Doorgezette incidenten),1,E8
1234036,2e lijns (Doorgezette incidenten),11,E4
1234037,2e lijns (Doorgezette incidenten),34,E8
1234038,Hardware / Werkplekbeheer,59,E8
1234039,2e lijns (Doorgezette incidenten),1,E8
1234041,Functioneel beheer,49,E8
1234052,2e lijns (Doorgezette incidenten),1239,E8
1234054,2e lijns (Doorgezette incidenten),97,E8
1234055,2e lijns (Doorgezette incidenten),1,E8
1234060,2e lijns (Doorgezette incidenten),1,E8
1234061,Hardware / Werkplekbeheer,7,E8
1234063,2e lijns (Doorgezette incidenten),1185,E8
1234064,2e lijns (Doorgezette incidenten),88,E8
1234066,2e lijns (Doorgezette incidenten),24,E8
1234067,2e lijns (Doorgezette incidenten),3,E8
1234069,2e lijns (Doorgezette incidenten),1,E8
1234072,2e lijns (Doorgezette incidenten),24,E8
1234074,2e lijns (Doorgezette incidenten),2,E8
1234077,2e lijns (Doorgezette incidenten),1,E8
1234078,2e lijns (Doorgezette incidenten),1306,E8
1234080,Hardware / Werkplekbeheer,1134,B3
1234086,Hardware / Werkplekbeheer,1105,E8
1234087,Hardware / Werkplekbeheer,144,E8
1234092,2e lijns (Doorgezette incidenten),1,E8
1234093,2e lijns (Doorgezette incidenten),13,E8
1234094,2e lijns (Doorgezette incidenten),1,E8
1234095,Hardware / Werkplekbeheer,18,E8
1234096,2e lijns (Doorgezette incidenten),4,E8
1234098,2e lijns (Doorgezette incidenten),14,E8
1234100,2e lijns (Doorgezette incidenten),67,E8
1234101,2e lijns (Doorgezette incidenten),2,E8
1234102,2e lijns (Doorgezette incidenten),1299,E8
1234104,2e lijns (Doorgezette incidenten),7,E8
1234105,Functioneel beheer,16,E8
1234108,2e lijns (Doorgezette incidenten),1,E8
1234110,2e lijns (Doorgezette incidenten),4,E8
1234111,2e lijns (Doorgezette incidenten),58,E8
1234113,2e lijns (Doorgezette incidenten),5,E8
1234114,2e lijns (Doorgezette incidenten),8,E8
1234116,2e lijns (Doorgezette incidenten),6,E8
1234117,2e lijns (Doorgezette incidenten),1,E8
1234119,2e lijns (Doorgezette incidenten),3,E8
1234120,Functioneel beheer,9837,E8
1234121,2e lijns (Doorgezette incidenten),2,E8
1234122,Hardware / Werkplekbeheer,15,E8
1234123,Functioneel beheer,4,E8
1234125,Hardware / Werkplekbeheer,26,E8
1234126,2e lijns (Doorgezette incidenten),15,E8
1234127,2e lijns (Doorgezette incidenten),15,E8
1234128,2e lijns (Doorgezette incidenten),1,E8
1234129,2e lijns (Doorgezette incidenten),13,E8
1234130,Hardware / Werkplekbeheer,7,E8
1234131,Hardware / Werkplekbeheer,7,E8
1234132,Functioneel beheer,3,E8
1234142,2e lijns (Doorgezette incidenten),2,E8
1234144,2e lijns (Doorgezette incidenten),110,E8
1234146,2e lijns (Doorgezette incidenten),8,E8
1234147,2e lijns (Doorgezette incidenten),25,E8
1234150,Hardware / Werkplekbeheer,112,E8
1234151,2e lijns (Doorgezette incidenten),153,E8
1234154,2e lijns (Doorgezette incidenten),4,E8
1234159,2e lijns (Doorgezette incidenten),20,E8
1234162,2e lijns (Doorgezette incidenten),14,E8
1234163,2e lijns (Doorgezette incidenten),14,E8
1234164,2e lijns (Doorgezette incidenten),22,E8
1234165,2e lijns (Doorgezette incidenten),2,E8
1234166,2e lijns (Doorgezette incidenten),18,E8
1234167,2e lijns (Doorgezette incidenten),2,E8
1234169,Functioneel beheer,6,E8
1234172,2e lijns (Doorgezette incidenten),5,E8
1234174,2e lijns (Doorgezette incidenten),12,E8
1234175,2e lijns (Doorgezette incidenten),1,E8
1234178,2e lijns (Doorgezette incidenten),7,E8
1234182,2e lijns (Doorgezette incidenten),144,E8
1234184,Functioneel beheer,80617,E8
1234188,Hardware / Werkplekbeheer,96,E8
1234189,Hardware / Werkplekbeheer,98,E8
1234190,2e lijns (Doorgezette incidenten),144,E8
1234193,2e lijns (Doorgezette incidenten),61,E8
1234194,Hardware / Werkplekbeheer,20,E8
1234197,2e lijns (Doorgezette incidenten),2,E8
1234199,2e lijns (Doorgezette incidenten),3,E8
1234200,2e lijns (Doorgezette incidenten),3,E8
1234202,Hardware / Werkplekbeheer,44,E8
1234203,2e lijns (Doorgezette incidenten),3,E8
1234204,2e lijns (Doorgezette incidenten),36,E8
1234205,2e lijns (Doorgezette incidenten),7,E8
1234208,2e lijns (Doorgezette incidenten),4,E8
1234209,2e lijns (Doorgezette incidenten),27,E8
1234210,2e lijns (Doorgezette incidenten),1,E8
1234212,2e lijns (Doorgezette incidenten),7,E8
1234213,2e lijns (Doorgezette incidenten),5,E8
1234389,2e lijns (Doorgezette incidenten),144,E8
1234390,2e lijns (Doorgezette incidenten),163,E8
1234393,2e lijns (Doorgezette incidenten),194,E8
1234395,Functioneel beheer,30104,E8
1234399,2e lijns (Doorgezette incidenten),10085,E8
1234407,Hardware / Werkplekbeheer,55,E8
1234408,Hardware / Werkplekbeheer,37,E8
1234411,2e lijns (Doorgezette incidenten),93,E8
1234416,Functioneel beheer,49,E8
1234417,2e lijns (Doorgezette incidenten),3,E8
1234419,Telefonie / Communicatie,14,E8
1234421,2e lijns (Doorgezette incidenten),14,E8
1234424,2e lijns (Doorgezette incidenten),6,E8
1234427,2e lijns (Doorgezette incidenten),5,E8
1234430,Functioneel beheer,6,E8
1234431,Functioneel beheer,69,E8
1234432,2e lijns (Doorgezette incidenten),1,E8
1234433,2e lijns (Doorgezette incidenten),4,E8
1234436,2e lijns (Doorgezette incidenten),1,E8
1234437,2e lijns (Doorgezette incidenten),1,E8
1234438,2e lijns (Doorgezette incidenten),2,E8
1234439,2e lijns (Doorgezette incidenten),3,E8
1234441,3e lijns (Technische incidenten),10012,EW
1234442,2e lijns (Doorgezette incidenten),4,E8
1234444,Hardware / Werkplekbeheer,1221,E8
1234446,2e lijns (Doorgezette incidenten),7,E8
1234450,2e lijns (Doorgezette incidenten),1,E8
1234451,2e lijns (Doorgezette incidenten),4,E8
1234452,2e lijns (Doorgezette incidenten),177,E8
1234454,2e lijns (Doorgezette incidenten),51,E8
1234458,2e lijns (Doorgezette incidenten),100,E8
1234461,2e lijns (Doorgezette incidenten),5,E8
1234463,2e lijns (Doorgezette incidenten),10129,E8
1234464,2e lijns (Doorgezette incidenten),6,E8
1234467,2e lijns (Doorgezette incidenten),11,E8
1234468,Functioneel beheer,176,E8
1234469,Functioneel beheer,4,E8
1234470,2e lijns (Doorgezette incidenten),8,E8
1234471,Functioneel beheer,7,E8
1234475,2e lijns (Doorgezette incidenten),37,E8
1234476,2e lijns (Doorgezette incidenten),74,E8
1234478,2e lijns (Doorgezette incidenten),26,E8
1234479,Functioneel beheer,2,E8
1234480,2e lijns (Doorgezette incidenten),44,E8
1234482,2e lijns (Doorgezette incidenten),2,E8
1234484,Functioneel beheer,7,E8
1234487,Functioneel beheer,44,E8
1234489,2e lijns (Doorgezette incidenten),7,E8
1234490,2e lijns (Doorgezette incidenten),4,E8
1234492,3e lijns (Technische incidenten),6940,E8
1234493,2e lijns (Doorgezette incidenten),2,E8
1234494,2e lijns (Doorgezette incidenten),14,E8
1234496,2e lijns (Doorgezette incidenten),62,E8
1234497,2e lijns (Doorgezette incidenten),1,E8
1234499,Functioneel beheer,8,E8
1234500,2e lijns (Doorgezette incidenten),50,E8
1234501,2e lijns (Doorgezette incidenten),4,E8
1234502,Functioneel beheer,25,E8
1234504,Hardware / Werkplekbeheer,1049,E8
1234505,2e lijns (Doorgezette incidenten),44,E8
1234506,2e lijns (Doorgezette incidenten),19,E8
1234507,2e lijns (Doorgezette incidenten),2,E8
1234513,2e lijns (Doorgezette incidenten),6,E8
1234521,2e lijns (Doorgezette incidenten),61,E8
1234524,Hardware / Werkplekbeheer,4447,E8
1234526,2e lijns (Doorgezette incidenten),14,E8
1234527,2e lijns (Doorgezette incidenten),14790,E8
1234530,Hardware / Werkplekbeheer,103,E8
1234537,2e lijns (Doorgezette incidenten),150,E8
1234541,2e lijns (Doorgezette incidenten),8,E8
1234546,2e lijns (Doorgezette incidenten),5,E8
1234549,2e lijns (Doorgezette incidenten),9,E8
1234551,2e lijns (Doorgezette incidenten),7,E8
1234554,2e lijns (Doorgezette incidenten),11,E8
1234555,2e lijns (Doorgezette incidenten),7145,E8
1234556,2e lijns (Doorgezette incidenten),7533,E8
1234558,2e lijns (Doorgezette incidenten),9,E8
1234559,2e lijns (Doorgezette incidenten),6,E8
1234560,2e lijns (Doorgezette incidenten),1,E8
1234561,2e lijns (Doorgezette incidenten),2,E8
1234562,2e lijns (Doorgezette incidenten),1,E8
1234564,2e lijns (Doorgezette incidenten),7,E8
1234565,2e lijns (Doorgezette incidenten),18,E8
1234566,2e lijns (Doorgezette incidenten),4320,E8
1234570,2e lijns (Doorgezette incidenten),5,E8
1234571,2e lijns (Doorgezette incidenten),2,E8
1234572,2e lijns (Doorgezette incidenten),3,E8
1234576,Hardware / Werkplekbeheer,4549,B3
1234577,2e lijns (Doorgezette incidenten),2,E8
1234580,2e lijns (Doorgezette incidenten),57,E8
1234581,3e lijns (Technische incidenten),4660,E8
1234582,Hardware / Werkplekbeheer,20361,E8
1234588,2e lijns (Doorgezette incidenten),8,E8
1234592,2e lijns (Doorgezette incidenten),1,E8
1234593,2e lijns (Doorgezette incidenten),3,E8
1234601,2e lijns (Doorgezette incidenten),1,E8
1234602,2e lijns (Doorgezette incidenten),5,E8
1234603,2e lijns (Doorgezette incidenten),7,E8
1234604,2e lijns (Doorgezette incidenten),1,E8
1234605,2e lijns (Doorgezette incidenten),12,E8
1234607,2e lijns (Doorgezette incidenten),2,E8
1234611,2e lijns (Doorgezette incidenten),27,E8
1234613,2e lijns (Doorgezette incidenten),5582,E8
1234615,2e lijns (Doorgezette incidenten),86,E8
1234616,2e lijns (Doorgezette incidenten),4,E8
1234617,2e lijns (Doorgezette incidenten),11,E8
1234620,Hardware / Werkplekbeheer,4110,E8
1234621,Hardware / Werkplekbeheer,237,E8
1234623,2e lijns (Doorgezette incidenten),2,E8
1234624,Hardware / Werkplekbeheer,4069,E8
1234627,2e lijns (Doorgezette incidenten),10,E8
1234630,2e lijns (Doorgezette incidenten),2,E8
1234631,2e lijns (Doorgezette incidenten),5,E8
1234634,2e lijns (Doorgezette incidenten),75,E8
1234635,Hardware / Werkplekbeheer,76,E8
1234636,2e lijns (Doorgezette incidenten),14,E8
1234640,2e lijns (Doorgezette incidenten),45,E8
1234642,2e lijns (Doorgezette incidenten),5,E8
1234644,2e lijns (Doorgezette incidenten),1,E8
1234645,Hardware / Werkplekbeheer,72,E8
1234646,Functioneel beheer,3,E8
1234648,2e lijns (Doorgezette incidenten),2,E8
1234653,2e lijns (Doorgezette incidenten),2,E8
1234656,2e lijns (Doorgezette incidenten),1,E8
1234657,2e lijns (Doorgezette incidenten),1,E8
1234665,2e lijns (Doorgezette incidenten),2754,B4
1234669,Functioneel beheer,4,E8
1234673,Hardware / Werkplekbeheer,125306,B4
1234675,2e lijns (Doorgezette incidenten),1,E8
1234676,Functioneel beheer,10,E8
1234683,Hardware / Werkplekbeheer,248,E8
1234685,Functioneel beheer,15,E8
1234687,2e lijns (Doorgezette incidenten),8,E8
1234691,2e lijns (Doorgezette incidenten),3,E8
1234692,2e lijns (Doorgezette incidenten),1,E8
1234693,2e lijns (Doorgezette incidenten),1,E8
1234695,Functioneel beheer,164,E8
1234697,2e lijns (Doorgezette incidenten),2,E8
1234698,Hardware / Werkplekbeheer,15,E8
1234700,2e lijns (Doorgezette incidenten),2,E8
1234701,Hardware / Werkplekbeheer,27,E8
1234702,2e lijns (Doorgezette incidenten),4,E8
1234703,Telefonie / Communicatie,45,E8
1234704,2e lijns (Doorgezette incidenten),2,E8
1234705,Hardware / Werkplekbeheer,59,E8
1234707,2e lijns (Doorgezette incidenten),14,E8
1234708,2e lijns (Doorgezette incidenten),5,E8
1234710,Hardware / Werkplekbeheer,90,E8
1234714,2e lijns (Doorgezette incidenten),1,E8
1234716,Telefonie / Communicatie,32,E8
1234717,2e lijns (Doorgezette incidenten),5,E8
1234720,Hardware / Werkplekbeheer,47,E8
1234721,2e lijns (Doorgezette incidenten),1,E8
1234722,Functioneel beheer,120,E8
1234724,2e lijns (Doorgezette incidenten),3,E8
1234726,2e lijns (Doorgezette incidenten),2,E8
1234727,Hardware / Werkplekbeheer,107,E8
1234728,2e lijns (Doorgezette incidenten),147,E8
1234729,2e lijns (Doorgezette incidenten),6,E8
1234730,2e lijns (Doorgezette incidenten),6,E8
1234731,Functioneel beheer,3,E8
1234733,Hardware / Werkplekbeheer,59,E8
1234734,Hardware / Werkplekbeheer,59,E8
1234735,2e lijns (Doorgezette incidenten),2,E8
1234738,Functioneel beheer,5,E8
1234739,Hardware / Werkplekbeheer,63,E8
1234743,2e lijns (Doorgezette incidenten),4,E8
1234745,2e lijns (Doorgezette incidenten),1,E8
1234746,2e lijns (Doorgezette incidenten),16,E8
1234748,Functioneel beheer,7,E8
1234749,2e lijns (Doorgezette incidenten),5,E8
1234750,2e lijns (Doorgezette incidenten),8,E8
1234751,2e lijns (Doorgezette incidenten),7,E8
1234756,Telefonie / Communicatie,104,E8
1234757,2e lijns (Doorgezette incidenten),48,E8
1234765,2e lijns (Doorgezette incidenten),5,E8
1234768,2e lijns (Doorgezette incidenten),1545,E8
1234769,Functioneel beheer,1,E8
1234772,Hardware / Werkplekbeheer,2960,E8
1234773,Functioneel beheer,64992,E8
1234774,2e lijns (Doorgezette incidenten),2,E8
1234775,Functioneel beheer,283,E8
1234776,Functioneel beheer,21780,E8
1234778,2e lijns (Doorgezette incidenten),1,E8
1234779,2e lijns (Doorgezette incidenten),7,E8
1234780,2e lijns (Doorgezette incidenten),7,E8
1234783,Hardware / Werkplekbeheer,56107,E8
1234784,2e lijns (Doorgezette incidenten),105,E8
1234786,2e lijns (Doorgezette incidenten),1,E8
1234788,2e lijns (Doorgezette incidenten),20,E8
1234789,2e lijns (Doorgezette incidenten),13,E8
1234792,2e lijns (Doorgezette incidenten),2,E8
1234793,2e lijns (Doorgezette incidenten),2,E8
1234794,2e lijns (Doorgezette incidenten),31,E8
1234796,2e lijns (Doorgezette incidenten),2,E8
1234797,Hardware / Werkplekbeheer,49,E8
1234798,2e lijns (Doorgezette incidenten),1,E8
1234799,2e lijns (Doorgezette incidenten),2,E8
1234801,Hardware / Werkplekbeheer,6,E8
1234802,Hardware / Werkplekbeheer,39,E8
1234803,2e lijns (Doorgezette incidenten),4,E8
1234807,2e lijns (Doorgezette incidenten),4,E8
1234811,Hardware / Werkplekbeheer,191,E8
1234814,2e lijns (Doorgezette incidenten),6,E8
1234817,2e lijns (Doorgezette incidenten),14,E8
1234818,2e lijns (Doorgezette incidenten),313,E8
1234820,Hardware / Werkplekbeheer,182,E8
1234822,Hardware / Werkplekbeheer,185,E8
1234823,2e lijns (Doorgezette incidenten),10,E8
1234828,2e lijns (Doorgezette incidenten),1,E8
1234831,2e lijns (Doorgezette incidenten),15,E8
1234833,2e lijns (Doorgezette incidenten),23232,EW
1234834,2e lijns (Doorgezette incidenten),4,E8
1234836,2e lijns (Doorgezette incidenten),16,E8
1234839,Hardware / Werkplekbeheer,271,E8
1234841,2e lijns (Doorgezette incidenten),13,E8
1234844,2e lijns (Doorgezette incidenten),1,E8
1234849,2e lijns (Doorgezette incidenten),127,E8
1234850,2e lijns (Doorgezette incidenten),1,E8
1234852,2e lijns (Doorgezette incidenten),3,E8
1234854,Telefonie / Communicatie,41,E8
1234858,2e lijns (Doorgezette incidenten),38,E8
1234859,Functioneel beheer,2,E8
1234860,Functioneel beheer,30410,E8
1234861,Functioneel beheer,27,E8
1234866,2e lijns (Doorgezette incidenten),17,E8
1234867,2e lijns (Doorgezette incidenten),2,E8
1234869,2e lijns (Doorgezette incidenten),1178,E8
1234873,Telefonie / Communicatie,1535,E8
1234874,Hardware / Werkplekbeheer,1435,E8
1234875,2e lijns (Doorgezette incidenten),5,E8
1234876,2e lijns (Doorgezette incidenten),2,E8
1234877,2e lijns (Doorgezette incidenten),2,E8
1234878,2e lijns (Doorgezette incidenten),1,E8
1234880,2e lijns (Doorgezette incidenten),1590,E8
1234881,2e lijns (Doorgezette incidenten),1,E8
1234885,2e lijns (Doorgezette incidenten),3,E8
1234886,Functioneel beheer,7,E8
1234888,Telefonie / Communicatie,59,E8
1234889,Functioneel beheer,5,E8
1234892,2e lijns (Doorgezette incidenten),11,E8
1234897,Functioneel beheer,2680,E8
1234899,2e lijns (Doorgezette incidenten),4,E8
1234900,2e lijns (Doorgezette incidenten),28,E8
1234901,Functioneel beheer,1,E8
1234903,2e lijns (Doorgezette incidenten),4,E8
1234904,2e lijns (Doorgezette incidenten),5,E8
1234905,Hardware / Werkplekbeheer,56,E8
1234909,Hardware / Werkplekbeheer,121945,E8
1234910,2e lijns (Doorgezette incidenten),2,E8
1234911,2e lijns (Doorgezette incidenten),1,E8
1234912,2e lijns (Doorgezette incidenten),4,E8
1234917,Hardware / Werkplekbeheer,24,E8
1234921,2e lijns (Doorgezette incidenten),37,E8
1234928,2e lijns (Doorgezette incidenten),2,E8
1234930,2e lijns (Doorgezette incidenten),2,E8
1234932,2e lijns (Doorgezette incidenten),4,E8
1234933,2e lijns (Doorgezette incidenten),2,E8
1234935,Functioneel beheer,5,E8
1234936,Functioneel beheer,6,E8
1234937,Functioneel beheer,11,E8
1234941,Telefonie / Communicatie,1869,E8
1234943,2e lijns (Doorgezette incidenten),1410,E8
1234946,2e lijns (Doorgezette incidenten),36,E8
1234949,Hardware / Werkplekbeheer,132,E8
1234950,2e lijns (Doorgezette incidenten),61,E8
1234956,2e lijns (Doorgezette incidenten),5,E8
1234957,2e lijns (Doorgezette incidenten),2,E8
1234960,2e lijns (Doorgezette incidenten),1670,E8
1234961,2e lijns (Doorgezette incidenten),2,E8
1234963,2e lijns (Doorgezette incidenten),172,E8
1234965,2e lijns (Doorgezette incidenten),20,E8
1234966,2e lijns (Doorgezette incidenten),3,E8
1234967,Functioneel beheer,268,E8
1234971,2e lijns (Doorgezette incidenten),1,E8
1234973,2e lijns (Doorgezette incidenten),304,E8
1234974,2e lijns (Doorgezette incidenten),4,E8
1234975,2e lijns (Doorgezette incidenten),5,E8
1234976,Functioneel beheer,7,E8
1234978,2e lijns (Doorgezette incidenten),1,E8
1234979,Functioneel beheer,18,E8
1234980,2e lijns (Doorgezette incidenten),8,E8
1234981,2e lijns (Doorgezette incidenten),7,E8
1234982,2e lijns (Doorgezette incidenten),3,E8
1234983,Hardware / Werkplekbeheer,66,E8
1234984,2e lijns (Doorgezette incidenten),3,E8
1234985,2e lijns (Doorgezette incidenten),5,E8
1234986,2e lijns (Doorgezette incidenten),1,E8
1234987,2e lijns (Doorgezette incidenten),245,E8
1234988,2e lijns (Doorgezette incidenten),18,E8
1234990,2e lijns (Doorgezette incidenten),1,E8
1234991,2e lijns (Doorgezette incidenten),396,E8
1234992,Functioneel beheer,5,E8
1234993,2e lijns (Doorgezette incidenten),7,E8
1234994,Functioneel beheer,11,E8
1234995,2e lijns (Doorgezette incidenten),214,E8
1234996,3e lijns (Technische incidenten),8889,E8
1234997,Telefonie / Communicatie,39,E8
1234999,Hardware / Werkplekbeheer,4711,E8
1235001,2e lijns (Doorgezette incidenten),4301,E8
1235002,2e lijns (Doorgezette incidenten),4300,EW
1235004,Hardware / Werkplekbeheer,18660,E8
1235012,Telefonie / Communicatie,4335,E8
1235016,3e lijns (Technische incidenten),4367,E8
1235017,2e lijns (Doorgezette incidenten),1,E8
1235020,2e lijns (Doorgezette incidenten),3,E8
1235021,2e lijns (Doorgezette incidenten),166,E8
1235024,2e lijns (Doorgezette incidenten),7,E8
1235026,2e lijns (Doorgezette incidenten),1,E8
1235027,2e lijns (Doorgezette incidenten),3,E8
1235028,2e lijns (Doorgezette incidenten),1,E8
1235029,2e lijns (Doorgezette incidenten),171,E8
1235031,2e lijns (Doorgezette incidenten),6,E8
1235035,2e lijns (Doorgezette incidenten),167,E8
1235037,2e lijns (Doorgezette incidenten),10,E8
1235038,2e lijns (Doorgezette incidenten),22,E8
1235041,2e lijns (Doorgezette incidenten),1,E8
1235042,2e lijns (Doorgezette incidenten),36,E8
1235046,2e lijns (Doorgezette incidenten),1,E8
1235048,2e lijns (Doorgezette incidenten),32,E8
1235049,2e lijns (Doorgezette incidenten),2,E8
1235050,2e lijns (Doorgezette incidenten),1,E8
1235057,2e lijns (Doorgezette incidenten),3,E8
1235058,2e lijns (Doorgezette incidenten),2,E8
1235059,2e lijns (Doorgezette incidenten),2,E8
1235060,2e lijns (Doorgezette incidenten),4,E8
1235061,2e lijns (Doorgezette incidenten),57,E8
1235065,Hardware / Werkplekbeheer,32,E8
1235066,Functioneel beheer,2,E8
1235068,2e lijns (Doorgezette incidenten),237,E8
1235070,Functioneel beheer,11,E8
1235072,2e lijns (Doorgezette incidenten),1,E8
1235073,Hardware / Werkplekbeheer,70,E8
1235074,2e lijns (Doorgezette incidenten),83,E8
1235075,3e lijns (Technische incidenten),19914,E8
1235076,Hardware / Werkplekbeheer,20,E8
1235077,2e lijns (Doorgezette incidenten),3,E8
1235080,2e lijns (Doorgezette incidenten),1,E8
1235081,2e lijns (Doorgezette incidenten),5,E8
1235083,2e lijns (Doorgezette incidenten),8,E8
1235085,2e lijns (Doorgezette incidenten),1555,E8
1235088,2e lijns (Doorgezette incidenten),5,E8
1235089,2e lijns (Doorgezette incidenten),1,E8
1235091,Telefonie / Communicatie,144,E8
1235095,2e lijns (Doorgezette incidenten),13,E8
1235096,2e lijns (Doorgezette incidenten),9,E8
1235097,Hardware / Werkplekbeheer,39,E8
1235099,2e lijns (Doorgezette incidenten),9,E8
1235100,Functioneel beheer,2863,E8
1235102,Hardware / Werkplekbeheer,11658,B3
1235103,Hardware / Werkplekbeheer,1468,E8
1235112,Functioneel beheer,8,E8
1235116,2e lijns (Doorgezette incidenten),5,E8
1235120,Functioneel beheer,34,E8
1235122,2e lijns (Doorgezette incidenten),23,E8
1235123,2e lijns (Doorgezette incidenten),1,E8
1235124,2e lijns (Doorgezette incidenten),3,E8
1235125,2e lijns (Doorgezette incidenten),2,E8
1235128,2e lijns (Doorgezette incidenten),23,E8
1235129,2e lijns (Doorgezette incidenten),1,E8
1235130,Functioneel beheer,56,E8
1235133,2e lijns (Doorgezette incidenten),1077,E8
1235134,2e lijns (Doorgezette incidenten),10,E8
1235135,2e lijns (Doorgezette incidenten),18,E8
1235136,Functioneel beheer,6,E8
1235137,2e lijns (Doorgezette incidenten),1,E8
1235139,2e lijns (Doorgezette incidenten),31,E8
1235140,Hardware / Werkplekbeheer,1089,E4
1235141,Functioneel beheer,3,E8
1235143,2e lijns (Doorgezette incidenten),1,E8
1235144,2e lijns (Doorgezette incidenten),4,E8
1235148,2e lijns (Doorgezette incidenten),2,E8
1235149,2e lijns (Doorgezette incidenten),7,E8
1235151,2e lijns (Doorgezette incidenten),1,E8
1235154,2e lijns (Doorgezette incidenten),12,E8
1235155,2e lijns (Doorgezette incidenten),1,E8
1235158,Hardware / Werkplekbeheer,1,E8
1235159,2e lijns (Doorgezette incidenten),1,E8
1235162,Functioneel beheer,49,E8
1235164,Functioneel beheer,3,E8
1235166,2e lijns (Doorgezette incidenten),8739,EW
1235169,Hardware / Werkplekbeheer,227,E8
1235170,2e lijns (Doorgezette incidenten),38,E8
1235172,2e lijns (Doorgezette incidenten),1,E8
1235173,2e lijns (Doorgezette incidenten),82,E8
1235174,2e lijns (Doorgezette incidenten),3,E8
1235177,Hardware / Werkplekbeheer,74,E8
1235179,Hardware / Werkplekbeheer,58,E1
1235181,2e lijns (Doorgezette incidenten),227,E8
1235182,Hardware / Werkplekbeheer,51,E8
1235183,2e lijns (Doorgezette incidenten),25,E8
1235186,Hardware / Werkplekbeheer,263,E8
1235187,Hardware / Werkplekbeheer,1526,E8
1235188,2e lijns (Doorgezette incidenten),1,E8
1235189,Hardware / Werkplekbeheer,133,E8
1235190,Hardware / Werkplekbeheer,22,E8
1235191,Functioneel beheer,191,E8
1235195,2e lijns (Doorgezette incidenten),16,E8
1235196,2e lijns (Doorgezette incidenten),3,E8
1235197,2e lijns (Doorgezette incidenten),33,E8
1235198,Hardware / Werkplekbeheer,39,E8
1235201,2e lijns (Doorgezette incidenten),2,E8
1235202,2e lijns (Doorgezette incidenten),1,E8
1235204,2e lijns (Doorgezette incidenten),17,E8
1235206,2e lijns (Doorgezette incidenten),2,E8
1235207,2e lijns (Doorgezette incidenten),1,E8
1235212,Hardware / Werkplekbeheer,86,E8
1235214,2e lijns (Doorgezette incidenten),53,E8
1235215,2e lijns (Doorgezette incidenten),9,E8
1235218,2e lijns (Doorgezette incidenten),6,E8
1235220,Hardware / Werkplekbeheer,1382,E8
1235223,2e lijns (Doorgezette incidenten),187,E8
1235226,2e lijns (Doorgezette incidenten),1,E8
1235230,2e lijns (Doorgezette incidenten),1,E8
1235231,2e lijns (Doorgezette incidenten),98,E8
1235235,Hardware / Werkplekbeheer,95,E8
1235236,Hardware / Werkplekbeheer,249,E8
1235243,2e lijns (Doorgezette incidenten),9,E8
1235252,2e lijns (Doorgezette incidenten),7,E8
1235253,2e lijns (Doorgezette incidenten),179,E8
1235255,Functioneel beheer,5,E8
1235257,2e lijns (Doorgezette incidenten),2,E8
1235259,2e lijns (Doorgezette incidenten),6,E8
1235260,2e lijns (Doorgezette incidenten),5,E8
1235261,Functioneel beheer,95,E8
1235264,Hardware / Werkplekbeheer,23,E8
1235267,2e lijns (Doorgezette incidenten),10,E8
1235269,2e lijns (Doorgezette incidenten),5,E8
1235273,2e lijns (Doorgezette incidenten),2,E8
1235277,2e lijns (Doorgezette incidenten),13,E8
1235282,2e lijns (Doorgezette incidenten),31,E8
1235284,Functioneel beheer,9,E8
1235288,2e lijns (Doorgezette incidenten),59,E8
1235292,2e lijns (Doorgezette incidenten),3,E8
1235296,Functioneel beheer,74,E8
1235311,Hardware / Werkplekbeheer,170,E8
1235312,Functioneel beheer,13,E8
1235314,Functioneel beheer,3,E8
1235315,2e lijns (Doorgezette incidenten),2,E8
1235317,2e lijns (Doorgezette incidenten),105,E8
1235320,Telefonie / Communicatie,127,E8
1235321,Functioneel beheer,21302,E8
1235323,2e lijns (Doorgezette incidenten),3,E8
1235324,3e lijns (Technische incidenten),52969,E8
1235329,3e lijns (Technische incidenten),52955,EW
1235330,2e lijns (Doorgezette incidenten),4,E8
1235331,2e lijns (Doorgezette incidenten),9,E8
1235332,2e lijns (Doorgezette incidenten),18,E8
